0	1	0.0	2852.9	54247.7	10.8
0	1	0.0	2852.9	54247.7	10.8
0	1	1.0	2531.17	34470.87211306446	10.822614983990094
0	1	0.0	2852.9	54247.7	10.8
0	1	1.0	2501.83	12367.054167697255	34.76512401539356
0	1	1.0	2438.37	10135.819987837016	38.09057495085467
1	2	1.0	2350.71	36697.24770642202	11.09866662904374
1	2	1.0	2601.13	24026.91013935608	18.26075442804676
1	2	0.0	2846.4	53410.7	11.1
1	2	0.0	2846.4	53410.7	11.1
1	2	0.0	2846.4	53410.7	11.1
1	2	1.0	2320.35	28943.56005788712	13.721166752231465
1	2	1.0	2316.57	38270.18752391887	8.743400022229412
1	2	0.0	2784.7	45458.8	13.7
1	2	0.0	2784.7	45458.8	13.7
1	3	1.0	2980.37	19160.758766047136	20.148817548211813
1	3	1.0	2751.34	18005.041411595248	23.486008225022484
1	3	0.0	2832.3	51594.6	11.7
1	3	0.0	2832.3	51594.6	11.7
1	3	0.0	2832.3	51594.6	11.7
1	3	1.0	3158.92	31928.480204342275	11.697599815041244
1	2	0.0	2553.2	15591.3	23.6
1	2	1.0	2544.09	9209.799226376865	41.63082898729223
1	2	1.0	2444.85	16849.199663016007	23.571350027714416
1	2	0.0	3041.2	78537.3	2.8
1	2	0.0	3041.2	78537.3	2.8
1	2	0.0	2417.6	-1897.4	29.3
1	2	0.0	2417.6	-1897.4	29.3
1	2	1.0	2510.24	119904.07673860912	2.811990594199633
1	2	1.0	2334.51	16059.097478721696	24.78386181539226
1	2	0.0	3041.2	78537.3	2.8
1	2	0.0	2974.8	69972.3	5.6
1	2	0.0	2974.8	69972.3	5.6
1	2	0.0	2974.8	69972.3	5.6
2	3	0.0	2919.4	62834.4	8.0
2	3	1.0	2518.72	14386.41922025608	29.04662182611937
2	3	1.0	2847.53	42625.74595055413	7.990770451811066
2	3	0.0	2919.4	62834.4	8.0
2	3	0.0	2754.7	41589.0	15.0
2	3	0.0	2754.7	41589.0	15.0
2	3	1.0	2618.31	24563.98919184476	14.997419451446298
2	3	0.0	2754.7	41589.0	15.0
3	4	1.0	2400.29	28089.88764044944	15.741866224055167
3	5	0.0	2735.9	39166.8	15.8
3	5	1.0	2417.7	25043.826696719258	15.796229652688602
3	5	0.0	2735.9	39166.8	15.8
3	4	0.0	3003.5	73682.5	4.4
3	4	0.0	2762.7	42617.5	14.7
3	4	0.0	2762.7	42617.5	14.7
3	4	0.0	3003.5	73682.5	4.4
3	4	1.0	2704.61	28113.5788585887	14.658228250792131
3	4	0.0	3003.5	73682.5	4.4
3	4	1.0	2599.69	27593.818984547463	13.15294121152851
3	4	0.0	2930.0	64199.0	7.5
3	4	0.0	2930.0	64199.0	7.5
3	4	1.0	2018.71	51759.83436853002	7.540713222676461
3	5	0.0	2669.9	30648.4	18.6
3	5	0.0	2669.9	30648.4	18.6
3	5	0.0	2669.9	30648.4	18.6
4	5	0.0	2721.0	37246.7	16.4
4	5	0.0	2721.0	37246.7	16.4
4	5	0.0	2721.0	37246.7	16.4
4	5	1.0	2348.19	24396.19419370578	16.429491401717318
