
Prod[0] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660.8,1730,1730,1730,1730,435.294,107.26,53.63,53.63,53.63,53.63,53.63,53.63,53.63,53.63,53.63,53.63,53.63,53.63,
Prod[1] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[2] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[3] ,417.06,307.86,0,511.14,410.76,410.76,498.54,157.92,462.84,70.14,249.48,280.14,214.62,64.68,280.98,34.44,83.16,267.54,326.34,383.88,367.92,329.28,264.6,40.74,413.28,446.88,490.56,483.84,528.78,519.54,513.24,483.84,469.98,402.36,341.88,42,87.78,299.46,81.9,178.92,187.74,199.5,51.24,234.78,246.54,78.12,275.1,331.38,
Prod[4] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[5] ,2576,966,874,2576,2024,966,2576,2576,2576,529,2484,2576,2576,2576,2576,2024,2576,529,2369,2576,1081,2576,1173,621,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2576,2484,
Prod[6] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[7] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.72,1716.72,2649.72,3582.72,3732,3732,3723.47,3732,3732,3732,3732,3732,3732,3732,2799,1866,1483.47,1250.22,1175.58,783.72,783.72,783.72,783.72,783.72,783.72,783.72,783.72,
Prod[8] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47961e-08,0,0,0,0,-5.29707e-09,-5.29707e-09,-5.29707e-09,-5.29707e-09,-1.05941e-08,-5.29707e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[9] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55269e-08,1.1365e-08,3.72645e-09,3.72645e-09,3.72645e-09,1.96742e-08,8.3819e-09,8.3819e-09,8.3819e-09,8.3819e-09,8.3819e-09,2.07972e-09,5.16021e-10,1.28035e-10,3.17681e-11,7.88232e-12,0,0,0,0,0,0,0,0,
Prod[10] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31648e-09,-3.10549e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[11] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[12] ,34983,26529.1,32317.5,15673.1,19869.3,24084,24584.4,11955.5,17788.2,21721.8,25873.3,28202.4,18858.8,18381.8,24900.7,32753.5,26225.9,32873.2,26568.5,20030.8,26723,26725.1,28363.1,25762.4,34659,34056.9,33454.8,33454.8,25451.1,18607.5,12366,9913.5,9311.4,10603.8,16287.3,23481.9,28814.4,29729.3,27696.6,25079,25980.3,24820.2,25288.2,28067.4,31309.2,26929.7,27630.7,36440.9,
Prod[13] ,8.5,0,0,0,0,0,7.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71421,6.44792,6.13386,5.78969,5.48884,5.35036,5.17425,5.12946,4.98184,4.98627,4.75456,0,0,4.45418,0,0,4.30672,4.65576,0,0,0,0,0,7.50593,
Prod[14] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[15] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Battery Charge,8040.18,0,6595.56,616.404,616.404,3626,6301.87,0,0,1011.05,6301.87,6301.87,0,0,0,6553.98,518.796,6301.87,593.448,518.796,0,1177.66,2365.44,0,6301.87,6046.75,6215.16,8095.18,2678.95,0,0,0,0,0,0,2035.09,3501.02,2212.05,758.89,0,0,518.796,0,2265.12,5297.97,0,0,6301.87,
Battery Discharge,0,820.182,0,6301.87,1381.64,0,0,6301.87,0,0,0,0,5058.29,6301.87,0,0,0,992.313,0,6301.87,721.683,0,294.395,1216.25,920.839,374.83,0,0,0,124.184,4313.86,6460.72,6985.61,5951.03,1874.6,0,0,0,1032.7,1909.11,347.878,1365.92,225.206,0,0,0,1421.28,795.232,

