Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884.99,25,1,3,0,0,0.2,0.5,0.4,1.29531e-05,1,0,4,1,0,2.32754e+10,1.19772e+10,6.87768e+07,0,4.75572e+09,1.2604e+08,1.87331e+08,0,6.95363e+08,4.13381e+09,1.33122e+09,6,65094.1,9170.21,1.02471e+06,6,-2.78719e+08,0,,4.09613e+11,1.08564e+09,0,0,7.9878e+09,3.92525e+11,8.01464e+09,0,3.92525e+08,4.00732e+08,6.00913e+08,0,1.23158e+07,3.20187e+07,1.06194e+07,,,0,0,0,0,0,0,0,0,0,0,0,230,3251,0,0,47,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,671151,2.18865e+06,0,2.00322e+07,0,2.49288e+07,0,0,0,2.95234e+06,1.268e+08,0,0,6.87368e+07,,1.55568e+07,2.40192e+06,1.51711e+06,0,2.36078e+07,1.41784e+07,2.22782e+07,3.22478e+07,396355,1.70272e+06,1.42289e+07,0,1.60588e+07,470185,2.11044e+07,2.73895e+07,6.06198e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,Benders Iter,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
682.776,7,1,3,0,1.73931e+08,0.2,0.5,0.4,0.000384276,1,1,3,1,0,1.08914e+10,6.15505e+09,5.55247e+07,0,3.45372e+09,1.5427e+08,7.78463e+07,0,1.34476e+08,0,8.60542e+08,6,32419.4,13913.3,862.2,6,-1.09565e+08,1.83629e+06,,1.78514e+10,1.84584e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,8.66445e+08,1.73931e+08,1.52017e+07,1.95947e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,11,383,5658,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.69766e+06,0,598000,2.2461e+06,0,1.91551e+07,0,1.88659e+07,0,0,3.60437e+06,7.87911e+06,1.80579e+08,0,0,0,,2.76274e+07,2.30258e+07,7.73259e+06,0,2.47482e+07,1.13632e+07,3.49301e+07,6.92093e+07,208704,397852,3.31336e+07,0,2.39424e+07,1.5218e+06,5.52444e+07,9.3185e+06,1.62821e+07,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,Benders Iter,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
961.901,10,1,3,0,1.04692e+08,0.2,0.5,0.4,0.000891788,1,1,3,1,0,1.18257e+10,6.40242e+09,6.70733e+07,0,3.62512e+09,1.22795e+08,5.53e+07,0,1.2561e+08,0,1.42738e+09,6,62457.3,15899.5,15934.3,5,9.41459e+07,1.84406e+06,,1.74733e+10,1.46769e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,4.42445e+08,1.04692e+08,1.56587e+07,2.52708e+07,8.77534e+06,,,0,0,0,0,0,0,0,0,0,0,0,168,7057,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.01118e+06,0,532547,1.47395e+06,0,1.73356e+07,0,1.7622e+07,0,0,0,2.70772e+06,2.01056e+08,0,0,0,,2.67821e+07,9.66717e+06,8.65669e+06,0,4.09774e+07,1.53456e+07,477204,6.05898e+07,44710,68859,1.3751e+07,0,3.77924e+07,1.4115e+06,0,3.8173e+07,1.5564e+07,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,Benders Iter,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
15699.4,15,1,3,0,1.68249e+08,0.2,0.5,0.4,3.42358,1,1,6,1,0,1.01531e+11,6.05773e+09,5.09637e+07,0,3.40537e+09,1.44825e+08,4.93339e+07,0,8.04888e+07,8.95919e+10,2.15037e+09,6,87692.9,29243.5,4.94025e+07,5,-7.20081e+08,2.96357e+06,,1.62289e+10,1.69963e+09,3.12241e+06,0,7.9878e+09,0,6.53838e+09,2,0,3.26919e+08,9.03258e+08,1.68249e+08,1.41107e+07,2.05043e+07,7.65583e+06,,,0,0,0,0,0,0,0,0,0,3,0,535,6139,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.04345e+06,0,703014,951500,0,1.60394e+07,0,1.12919e+07,0,3.26642e+06,0,2.89916e+06,1.8132e+08,0,0,0,,2.3729e+07,9.19504e+06,1.37949e+07,0,3.54041e+07,4.86181e+07,4.90024e+07,3.9897e+07,328546,287742,1.41496e+07,0,2.03482e+07,3.71203e+06,4.73917e+06,4.05959e+07,8.05707e+06,0,,0,0,,0,0
Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,Benders Multicut,Benders Iter,UC Active,UC Vars Relaxed,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),
19.272,2,1,3,0,1.18831e+07,0.2,0.5,0.4,0.00849725,1,0,3,1,0,1.05877e+10,5.88311e+09,1.08978e+08,3.195e+06,3.43878e+09,1.38076e+08,2.5021e+07,0,8.10615e+07,0,9.0948e+08,6,38841.9,10919.2,0,9,5.0128e+08,209311,,1.58732e+10,1.12901e+09,0,0,7.9878e+09,0,6.75638e+09,0,0,3.37819e+08,5.3689e+08,1.18831e+07,1.5876e+07,1.5876e+07,1.04101e+07,,,0,0,0,0,0,0,0,0,0,0,0,0,6626,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,455293,0,0,2.37083e+06,0,1.50653e+07,0,1.13723e+07,0,0,0,0,2.27151e+08,0,0,0,,1.19244e+07,1.40677e+07,1.92415e+07,0,4.4e+07,0,5.82918e+07,4.01096e+06,8.02608e+06,4.66064e+06,2.63738e+07,0,4.02369e+06,4.91903e+06,0,7.618e+06,0,0,,0,0,,0,0
639.464,7,1,3,0,1.71896e+08,0.2,0.5,0.4,0.00752987,1,0,3,1,0,1.09069e+10,6.14288e+09,5.17598e+07,0,3.44702e+09,1.69296e+08,7.65497e+07,0,1.31951e+08,-0.00187195,8.87476e+08,6,34078.8,13815.7,-1.87195e-07,5,-3.45841e+08,1.83629e+06,,1.78403e+10,1.83475e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,5.64872e+08,1.71896e+08,1.5876e+07,2.0269e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,11,413,5626,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.70632e+06,0,630993,2.27667e+06,0,2.09161e+07,0,1.85117e+07,0,0,3.49914e+06,8.39617e+06,1.78239e+08,0,0,0,,3.90342e+07,1.46716e+07,8.13586e+06,0,2.67113e+07,1.87175e+07,2.96019e+07,4.45612e+07,378144,2.9608e+06,1.91172e+07,0,3.5283e+07,1.77534e+06,6.54511e+07,1.51787e+07,1.50738e+07,0,,0,0,,0,0
797.709,10,1,3,0,1.44531e+08,0.2,0.5,0.4,0.00937038,1,0,3,1,0,1.18254e+10,6.39171e+09,6.70733e+07,0,3.61612e+09,1.23955e+08,6.45025e+07,0,1.17362e+08,0,1.44464e+09,6,62854.2,16387.9,26.531,5,1.48641e+08,1.84406e+06,,1.76904e+10,1.68482e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,8.52674e+08,1.44531e+08,1.53297e+07,2.49419e+07,8.77534e+06,,,0,0,0,0,0,0,0,0,0,0,1,182,6951,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.84158e+06,0,506110,1.50905e+06,0,1.74263e+07,0,1.64649e+07,0,0,2.06081e+06,3.04739e+06,1.99227e+08,0,0,0,,3.50744e+07,1.03459e+07,1.68391e+07,0,1.26212e+07,6.49451e+07,1.84071e+07,4.28856e+07,2.0102e+06,2.10049e+06,7.78223e+06,0,2.8658e+07,619921,1.18755e+07,5.24964e+07,2.48e+06,0,,0,0,,0,0
11157.5,15,1,3,0,3.91648e+08,0.2,0.5,0.4,0.123423,1,0,37,1,0,1.10176e+10,5.91589e+09,6.55095e+07,0,3.34897e+09,2.3776e+08,1.05585e+08,0,1.08903e+08,0,1.23502e+09,6,50833.8,16407.6,111035,6,-5.64628e+09,6.89855e+06,,1.85281e+10,2.51487e+09,1.08145e+07,0,7.9878e+09,0,8.01464e+09,5,0,4.00732e+08,6.49412e+08,3.91648e+08,1.42391e+07,2.06327e+07,3.72085e+06,,,0,0,0,0,0,0,0,0,0,0,0,658,6058,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.50057e+07,0,730367,892231,0,1.53489e+07,0,1.52782e+07,0,0,0,3.38233e+06,1.77282e+08,0,0,0,,3.72363e+07,1.58208e+07,3.94041e+07,0,4.0991e+07,2.77133e+07,5.74362e+06,3.93034e+07,1.21999e+06,2.94839e+07,1.58317e+07,0,7.42572e+07,1.74163e+06,9.60394e+07,2.71079e+07,9.55066e+06,0,,0,0,,0,0
16558.6,20,1,3,0,2.80107e+08,0.2,0.5,0.4,0.63371,1,0,6,1,0,3.38358e+10,5.76822e+09,3.90467e+07,0,3.35177e+09,2.0237e+08,9.06556e+07,0,1.31851e+08,2.05813e+10,3.67057e+09,6,176795,27507.8,8.79861e+06,4,-9.55601e+08,4.93384e+06,,4.21305e+10,2.10783e+09,9.86863e+06,0,7.9878e+09,2.40103e+10,8.01464e+09,6,2.40103e+07,4.00732e+08,7.04429e+08,2.80107e+08,1.50649e+07,2.88524e+07,5.68556e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,6348,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.07321e+07,0,793999,1.30073e+06,0,2.01459e+07,0,1.84976e+07,0,0,0,0,1.96552e+08,0,0,0,,3.00478e+07,6.69285e+06,4.82508e+07,0,9.93654e+06,1.74416e+07,2.92283e+07,1.34902e+07,1.26989e+06,3.36148e+07,1.04879e+07,0,8.20698e+07,675672,4.55867e+07,5.2387e+07,5.57796e+06,0,,0,0,,0,0
540.576,25,1,3,0,0,0.2,0.5,0.4,2.4888e-05,1,0,3,1,0,1.87683e+10,1.16722e+10,5.09637e+07,0,4.65402e+09,5.106e+06,2.02411e+08,0,7.51985e+08,0,1.43168e+09,6,70911.6,9114.01,1.69746e+06,5,-2.57598e+08,0,,4.09613e+11,1.08564e+09,0,0,7.9878e+09,3.92525e+11,8.01464e+09,0,3.92525e+08,4.00732e+08,3.53075e+08,7.93651e-11,1.45086e+07,3.42116e+07,1.06194e+07,,,0,0,0,0,0,0,0,0,0,0,0,0,3059,0,0,47,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,0,0,684070,2.52601e+06,0,2.08821e+07,0,2.53274e+07,0,0,0,0,1.22353e+08,0,0,7.58779e+07,,81750,3.772e+06,71883.3,0,0,5.98342e+07,8.54976e+06,6.42181e+07,4.14007e+06,1.08316e+06,2.40832e+07,0,0,4.15164e+06,7.14756e+06,2.20676e+07,0,0,,0,0,,0,0
21996.4,30,1,3,0,3.33336e+08,0.2,0.5,0.4,0.661204,1,0,3,1,0,2.84178e+10,5.71927e+09,5.31944e+07,0,3.26027e+09,2.32034e+08,1.04884e+08,0,1.4622e+08,1.61212e+10,2.78076e+09,6,113644,37615.6,3.52166e+06,5,-3.58051e+08,5.87143e+06,,5.52283e+10,2.30208e+09,1.05752e+07,0,7.9878e+09,3.69132e+10,8.01464e+09,5,3.69132e+07,4.00732e+08,8.00349e+08,3.33336e+08,1.4593e+07,4.52563e+07,4.74797e+06,,,0,0,0,0,0,0,0,0,0,0,0,790,5748,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.27715e+07,0,712527,991019,0,1.95174e+07,0,2.05134e+07,0,0,0,4.56838e+06,1.84938e+08,0,0,0,,3.72287e+07,2.88826e+07,2.68643e+07,0,4.19653e+07,3.3395e+07,1.80215e+07,1.97381e+07,248001,1.06787e+07,1.87878e+07,0,6.5571e+07,873726,1.59698e+07,1.00018e+08,4.15682e+06,0,,0,0,,0,0
1671.07,7,1,3,0,2.21892e+08,0.2,0.5,0.4,0.0056947,1,1,3,1,0,1.07551e+10,6.03031e+09,1.24014e+08,0,3.38192e+09,1.68028e+08,9.35791e+07,0,1.41134e+08,0,8.16099e+08,6,32108.8,12067.4,0,14,-4.36687e+08,1.83629e+06,,1.81128e+10,2.10723e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,6.74956e+08,2.21892e+08,1.55706e+07,1.99636e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,12,578,5295,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.49348e+06,0,740498,2.25884e+06,0,2.09919e+07,0,1.98e+07,0,0,6.08529e+06,1.1845e+07,1.72736e+08,0,0,0,,3.55267e+07,2.68811e+07,1.34497e+07,0,2.02828e+07,6.78113e+07,4.32202e+07,4.07392e+07,413292,254794,1.825e+07,0,2.7436e+07,3.00922e+06,1.09309e+07,7.26186e+07,5.82344e+06,0,,0,0,,0,0
862.161,10,1,3,0,1.04619e+08,0.2,0.5,0.4,0.00799536,1,1,3,1,0,1.19006e+10,6.40226e+09,6.70733e+07,0,3.62492e+09,1.49732e+08,5.26043e+07,0,1.16052e+08,0.01584,1.48797e+09,6,63364.7,18016.1,26.531,5,1.44281e+08,1.84278e+06,,1.74725e+10,1.46743e+09,3.12241e+06,0,7.9878e+09,0,8.01416e+09,2,0,4.00708e+08,5.36212e+08,1.04619e+08,1.46925e+07,2.43046e+07,8.77662e+06,,,0,0,0,0,0,0,0,0,0,0,0,169,7056,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.00839e+06,0,552285,1.28214e+06,0,1.85307e+07,0,1.62812e+07,0,0,0,2.44681e+06,2.0271e+08,0,0,0,,3.89954e+07,1.70686e+07,1.19944e+07,0,1.18352e+07,2.51909e+07,1.08077e+07,1.35506e+07,268839,1.05917e+06,2.67425e+07,0,3.00477e+07,4.71181e+06,2.70331e+07,3.9233e+07,1.07139e+07,0,,0,0,,0,0
