Sol_Time,Num_Rep_days,Approach :,Case: ,xi_given,xi_val,Emis_lim,RPS,RNG_cap,MIO Gap:,Benders,UC Active,Total_E_cost,Est_plant_cost,Est_trans_cost,Decom_cost,Fixed_cost,Startup_cost,Variable_cost,dfo_coal_or_NG_emis_cost,Coal_dfo_or_NG_fuel_cost,Shedding_cost,Storage_cost,Num_storage,Storage_level,Storage_cap,Total_curt,Num_new_trans,Total_flow,E_emis,,Total_NG_cost,Import_cost,Pipe_est_cost,Str_est_cost,Str_fix_cost,NG_shedding_cost,RNG_shedding_cost,Num_est_pipe,Total_NG_shedding,Total_RNG_shedding,flowGG,flowGE,flowGL,flowVG,NG_emis,,,num_est(nplt),num_decom(nplt),prod(nplt),supply(nGnode),storage(nSLV),vapor(nSLV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.488,2,1,3,0,4.08952e+07,0.2,0.4,0.4,0.00521278,0,1,1.01908e+10,5.74105e+09,1.02525e+08,3.195e+06,3.38278e+09,1.7628e+08,2.50312e+07,0,6.12896e+07,0,6.98692e+08,6,30187.2,8101.12,0,9,2.37432e+08,720334,,1.61708e+10,1.23488e+09,4.61749e-05,0,7.9878e+09,0,6.94809e+09,0,0,3.47405e+08,6.93959e+08,4.08952e+07,1.5876e+07,1.5876e+07,9.89907e+06,,,0,0,0,0,0,0,0,0,0,9.22383e-11,-9.17015e-11,0,6466,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.56686e+06,0,0,2.37395e+06,0,1.99101e+07,0,8.59843e+06,1.00907e-05,0.000177302,0.000395185,0,2.19403e+08,0,0,0,,0.00431651,0,1.46832e+06,0,0,3.09542e+07,4.35877e+07,8.04053e+07,0,2.45392e+06,0,0,0,0,5.44456e+07,1.32688e+07,0,0,,0,0,,0,0
137.317,5,1,3,0,1.16705e+08,0.2,0.4,0.4,0.00896993,0,1,9.01902e+09,5.07248e+09,1.2315e+07,3.195e+06,3.11923e+09,2.25799e+08,4.97666e+07,0,9.76868e+07,0,4.38546e+08,6,15986,7533.09,0,1,2.58594e+07,2.05566e+06,,1.75156e+10,1.51153e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,6.01778e+08,1.16705e+08,1.52017e+07,1.65065e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5713,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47146e+06,0,0,1.50156e+06,0,1.35067e+07,0,1.37047e+07,0,5.42137e-05,7.18085e-06,0,2.05248e+08,0,0,0,,0,1.2956e+07,73394.2,0,3.795e+07,5.65901e+07,3.26962e+07,4.99578e+07,949774,1.581e+06,4.47488e+06,0,2.05118e+07,0.00017491,5.47065e+07,0,4.898e+06,0,,0,0,,0,0
2062.3,7,1,3,0,2.1789e+08,0.2,0.4,0.4,0.00995954,0,1,1.06904e+10,6.046e+09,5.09637e+07,0,3.39072e+09,1.53181e+08,9.189e+07,0,1.39202e+08,0,8.18404e+08,6,31887.1,12359.6,0,5,-1.48848e+08,1.83453e+06,,1.80897e+10,2.0856e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,4.5738e+08,2.1789e+08,1.47578e+07,1.91178e+07,8.78487e+06,,,0,0,0,0,0,0,0,0,0,0,12,548,5333,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.50626e+06,0,667130,2.0168e+06,0,2.25193e+07,0,1.95289e+07,0,0,5.88347e+06,8.04712e+06,1.74661e+08,0,0,-1.44325e-10,,1.7216e+07,1.28829e+07,0,0,2.0182e+07,6.96992e+07,2.9008e+07,7.886e+07,176640,3.36738e+06,2.21115e+07,0,1.84741e+07,6.8812e+06,1.2948e+07,7.61573e+07,1.47144e+07,0,,0,0,,0,0
6488.34,10,1,3,0,1.76858e+08,0.2,0.4,0.4,0.00986587,0,1,1.15717e+10,6.27171e+09,5.00563e+07,0,3.54902e+09,1.16137e+08,7.81959e+07,0,1.32859e+08,0,1.37376e+09,6,60272.5,15169,0,4,2.90815e+07,1.84406e+06,,1.78651e+10,1.861e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,6.85096e+08,1.76858e+08,1.54331e+07,2.50452e+07,8.77534e+06,,,0,0,0,0,0,0,0,0,0,0,4,267,6500,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.70396e+06,0,579627,1.64244e+06,0,2.20283e+07,0,1.8639e+07,0,0,3.73301e+06,3.29644e+06,1.91667e+08,0,0,-3.15302e-09,,1.63842e+06,1.02316e+07,1.93671e+06,0,3.63448e+07,7.88563e+07,4.13499e+07,5.93105e+07,169670,565511,2.18996e+07,0,1.31787e+07,547579,6.45339e+06,6.51054e+07,3.87992e+06,0,,0,0,,0,0
2.191,2,1,3,0,4.99659e+07,0.2,0.4,0.4,0.00543063,0,1,1.00792e+10,5.59988e+09,1.05213e+08,3.195e+06,3.32713e+09,9.14662e+07,3.45836e+07,0,8.91414e+07,0,8.28616e+08,6,35639.7,9740.61,0,8,2.38844e+08,880107,,1.62638e+10,1.26798e+09,0,0,7.9878e+09,0,7.00803e+09,0,0,3.50402e+08,6.86637e+08,4.99659e+07,1.5876e+07,1.5876e+07,9.73929e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,6307,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.9144e+06,0,0,2.56864e+06,0,1.88883e+07,0,1.25058e+07,0,6.87462e-06,-2.23986e-07,0,2.15056e+08,0,0,0,,2.90112e+06,1.36576e+06,1.46832e+06,0,0,2.67138e+07,4.35877e+07,8.20631e+07,0,2.45392e+06,0,0,0,1.52895e+07,4.35454e+07,1.32688e+07,0,0,,0,0,,0,0
27.45,5,1,3,0,1.16705e+08,0.2,0.4,0.4,0.000210688,0,1,8.76911e+09,4.95616e+09,1.2315e+07,3.195e+06,3.07338e+09,2.56974e+08,4.31388e+07,0,7.40652e+07,0,3.49881e+08,6,13209.1,5633.78,0,1,-6.65416e+07,2.05566e+06,,1.75172e+10,1.51153e+09,3.23066e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,7.07934e+08,1.16705e+08,1.50894e+07,1.63943e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5582,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47146e+06,0,0,1.72635e+06,0,2.02473e+07,0,1.03907e+07,0,0,0,0,2.02116e+08,0,0,0,,2.48388e+07,1.37777e+07,0,0,4.28364e+07,4.24363e+06,0,7.56426e+07,239775,770799,2.19741e+07,0,2.05481e+07,4.41166e+06,5.55799e+07,6.47285e+06,6.0093e+06,0,,0,0,,0,0
56.306,7,1,3,0,1.72428e+08,0.2,0.4,0.4,0.000483984,0,1,1.05242e+10,5.90877e+09,5.13617e+07,0,3.35092e+09,1.90759e+08,7.24584e+07,0,1.16822e+08,0,8.33135e+08,6,32322.6,12696.6,0,5,-9.63989e+07,1.83629e+06,,1.78417e+10,1.83765e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,7.75479e+08,1.72428e+08,1.5876e+07,2.0269e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,9,546,5443,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.70406e+06,0,618000,2.00834e+06,0,2.15427e+07,0,1.63892e+07,0,0,3.52663e+06,8.67306e+06,1.79997e+08,0,0,0,,673885,1.21994e+07,7.66325e+06,0,1.46173e+07,3.06923e+07,1.95431e+07,8.91816e+07,1.10961e+06,1.59053e+06,1.53239e+07,0,1.34284e+07,9.35441e+06,8.60648e+07,2.91717e+07,6.56902e+06,0,,0,0,,0,0
103.716,10,1,3,0,1.4364e+08,0.2,0.4,0.4,0.00270292,0,1,1.13983e+10,6.15003e+09,2.46301e+07,0,3.50347e+09,1.58694e+08,6.10828e+07,0,1.05208e+08,0,1.39521e+09,6,62191.5,14597.3,0,2,3.13564e+07,1.79928e+06,,1.76884e+10,1.68454e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,6.50347e+08,1.4364e+08,1.5876e+07,2.46483e+07,8.82012e+06,,,0,0,0,0,0,0,0,0,0,0,3,293,6433,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.73716e+06,0,562892,1.55037e+06,0,2.22009e+07,0,1.47599e+07,5.77023e-05,9.90631e-06,2.14621e+06,5.55479e+06,1.94946e+08,0,0,0,,2.17912e+07,1.18137e+07,1.89358e+07,0,8.38881e+06,5.02108e+07,3.0273e+07,7.84634e+07,667128,2.09469e+06,1.9375e+07,0,6.95034e+06,1.04952e+07,3.09369e+07,1.71555e+07,1.53848e+06,0,,0,0,,0,0
293.223,15,1,3,0,2.17911e+08,0.2,0.4,0.4,0.00149779,0,1,1.02638e+10,5.84106e+09,3.86487e+07,0,3.26682e+09,2.30092e+08,6.11803e+07,0,8.60474e+07,0,7.39946e+08,6,30427.7,9854.19,0,4,-1.23651e+08,3.83832e+06,,1.67383e+10,1.88086e+09,3.12241e+06,0,7.9878e+09,0,6.86655e+09,2,0,3.43328e+08,5.6249e+08,2.17911e+08,1.37398e+07,2.01334e+07,6.78108e+06,,,0,0,0,0,0,0,0,0,0,3,0,1646,5267,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.28503e+06,0,673368,1.9349e+06,0,2.05408e+07,0,1.20718e+07,0,2.80582e+06,6.04368e-06,2.67394e+07,1.58197e+08,0,0,0,,1.42909e+07,1.85522e+07,1.39992e+07,0,2.91742e+07,2.54494e+07,2.08597e+07,8.12201e+07,0,1.40518e+06,1.24272e+07,0,2.3766e+07,4.74248e+06,4.4872e+07,5.25717e+07,1.78174e+06,0,,0,0,,0,0
625.957,20,1,3,0,2.06206e+08,0.2,0.4,0.4,0.000379399,0,1,1.05918e+10,5.93131e+09,2.63336e+07,0,3.36862e+09,1.94411e+08,6.19353e+07,0,9.66257e+07,0,9.12587e+08,6,41077.5,9218.05,0,3,-1.25167e+08,3.63215e+06,,1.78422e+10,1.83815e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,6.02239e+08,2.06206e+08,1.55431e+07,2.89235e+07,6.98725e+06,,,0,0,0,0,0,0,0,0,0,3,2.51768e-11,787,5926,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,5.84937e+06,0,701702,1.64327e+06,0,2.21659e+07,0,1.35558e+07,2.92473e-07,2.78843e+06,2.06478e-05,1.32785e+07,1.83912e+08,0,0,0,,4.96441e+06,1.55387e+07,2.1756e+06,0,2.95015e+07,1.85084e+07,4.99328e+07,6.98522e+07,655145,794802,1.02985e+07,0,1.50068e+07,5.30285e+06,9.08074e+07,1.86479e+07,5.28769e+06,0,,0,0,,0,0
3.154,2,1,3,0,1.68821e+08,0.2,0.4,0.4,0.00175848,0,0,8.44308e+09,4.93486e+09,9.62644e+07,0,3.07527e+09,0,5.79248e+07,0,9.11801e+07,0,1.87588e+08,6,6908.29,3164.15,0,8,2.17979e+08,2.97363e+06,,1.74861e+10,1.70172e+09,3.12241e+06,0,7.9878e+09,0,7.79345e+09,2,0,3.89673e+08,5.46088e+08,1.68821e+08,1.5876e+07,1.5876e+07,7.64577e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5558,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.46823e+06,0,359139,2.00856e+06,0,1.93047e+07,0,1.27918e+07,0,0,0,0,2.04624e+08,0,0,0,,1.17664e+07,7.53708e+06,1.13465e+07,0,0,8.09544e+07,2.32634e+07,2.90954e+07,-3.49246e-09,0,2.5625e+07,0,2.02169e+07,1.30041e+07,5.48172e+07,2.69247e+07,7.69047e+06,0,,0,0,,0,0
7.079,5,1,3,0,1.1703e+08,0.2,0.4,0.4,0.00414828,0,0,8.54406e+09,5.10305e+09,1.2315e+07,3.195e+06,3.12668e+09,0,3.77665e+07,0,5.45839e+07,0,2.06474e+08,6,8297.84,2908.96,0,1,-9.2742e+07,2.05566e+06,,1.75189e+10,1.5133e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,4.54987e+08,1.1703e+08,1.5876e+07,1.71808e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,1,0,5660,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47007e+06,0,0,2.17788e+06,0,2.0746e+07,0,7.65768e+06,0,0,16800.8,0,2.02567e+08,0,0,0,,2.35133e+07,2.90254e+07,1.64757e+07,0,3.89249e+07,1.87129e+07,3.65476e+07,4.39878e+07,502924,451409,1.85e+07,0,3.54924e+06,1.42004e+07,674344,2.6538e+07,6.06618e+06,0,,0,0,,0,0
35.609,7,1,3,0,1.71714e+08,0.2,0.4,0.4,0.00578431,0,0,1.04173e+10,5.87924e+09,5.09637e+07,0,3.33342e+09,0,6.81132e+07,0,1.00922e+08,0,9.84602e+08,6,37602.6,15497.9,0,5,-1.56016e+08,1.77805e+06,,1.78436e+10,1.83971e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.17615e+08,1.71714e+08,1.54834e+07,1.87837e+07,8.84135e+06,,,0,0,0,0,0,0,0,0,0,0,9,609,5366,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.56632e+06,0,805300,2.35631e+06,0,2.25277e+07,0,1.41586e+07,0,0,3.66074e+06,1.16299e+07,1.78695e+08,0,0,0,,3.42117e+07,9.99938e+06,1.21333e+07,0,3.23695e+07,2.94071e+07,4.20114e+07,8.80369e+07,558783,1.03095e+06,1.93858e+07,0,1.32649e+07,6.10194e+06,4.54382e+06,3.83251e+07,6.18101e+06,0,,0,0,,0,0
91.889,10,1,3,0,1.46899e+08,0.2,0.4,0.4,0.0010945,0,0,1.11445e+10,6.13487e+09,2.46301e+07,0,3.48207e+09,0,5.80461e+07,0,9.14027e+07,0,1.35351e+09,6,60093.3,14359,0,2,-1.65957e+07,1.81825e+06,,1.77043e+10,1.70036e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,2.73981e+08,1.46899e+08,1.5876e+07,2.5004e+07,8.80115e+06,,,0,0,0,0,0,0,0,0,0,0,4,404,6250,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.76912e+06,0,654362,1.81641e+06,0,2.22543e+07,0,1.2823e+07,0,0,2.25907e+06,7.42145e+06,1.94529e+08,0,0,0,,2.89808e+07,1.70155e+07,1.21909e+07,0,3.90211e+07,4.29877e+07,1.42325e+07,6.96646e+07,219838,2.26815e+06,2.39934e+07,0,1.06043e+07,1.03703e+07,8.414e+06,2.24661e+07,9.56353e+06,0,,0,0,,0,0
110.135,15,1,3,0,2.27656e+08,0.2,0.4,0.4,0.00104478,0,0,9.84197e+09,5.75742e+09,3.86487e+07,0,3.25142e+09,0,6.48431e+07,0,8.1705e+07,0,6.47933e+08,6,27236.6,8138.84,0,4,-1.19122e+08,4.00998e+06,,1.68383e+10,1.91642e+09,3.12241e+06,0,7.9878e+09,0,6.93095e+09,2,0,3.46548e+08,5.70878e+08,2.27656e+08,1.39999e+07,2.03936e+07,6.60942e+06,,,0,0,0,0,0,0,0,0,0,1,1.10231e-11,1505,5372,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,7.97975e+06,0,769815,2.02372e+06,0,2.08374e+07,0,1.14625e+07,0,1.00963e+06,5.09475e-05,3.08212e+07,1.53437e+08,0,0,0,,2.8633e+07,1.91175e+07,2.04961e+07,0,2.78526e+07,2.18259e+07,5.58121e+07,4.43464e+07,127534,864732,1.43229e+07,0,2.50429e+07,9.14076e+06,3.77684e+07,4.39619e+07,2.32469e+06,0,,0,0,,0,0
240.705,20,1,3,0,2.14631e+08,0.2,0.4,0.4,0.00305703,0,0,1.03587e+10,6.00213e+09,2.63336e+07,0,3.39437e+09,0,6.34269e+07,0,9.04348e+07,0,7.81988e+08,6,35578.9,7584.8,0,3,-9.75777e+07,3.65385e+06,,1.78874e+10,1.88184e+09,3.12241e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,7.87161e+08,2.14631e+08,1.55431e+07,2.93307e+07,6.96555e+06,,,0,0,0,0,0,0,0,0,0,3,1,755,5939,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.26634e+06,0,776501,1.84054e+06,0,2.25354e+07,0,1.26873e+07,0,2.24416e+06,372056,1.53143e+07,1.81896e+08,0,0,4.19562e-10,,3.85871e+07,1.8794e+07,1.63208e+07,0,3.05258e+07,2.00498e+07,3.91912e+07,3.60852e+07,1.02228e+06,1.6294e+06,2.52695e+07,0,3.09049e+07,3.75607e+06,1.06228e+07,6.00042e+07,1.25294e+07,0,,0,0,,0,0
14.031,2,1,3,0,5.26928e+07,0.2,0.6,0.4,0.00414743,0,1,1.0041e+10,5.68157e+09,1.03447e+08,3.195e+06,3.35933e+09,1.24504e+08,3.10444e+07,0,7.46658e+07,0,6.6325e+08,6,28632.8,7709.27,0,10,2.637e+08,928139,,1.62969e+10,1.27793e+09,5.09385e+06,0,7.9878e+09,0,7.02605e+09,2,0,3.51303e+08,6.53553e+08,5.26928e+07,1.5876e+07,1.5876e+07,9.69126e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,6399,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,2.01888e+06,0,0,2.18493e+06,0,2.05949e+07,0,1.0475e+07,0,0,0,0,2.15205e+08,0,0,0,,0,2.624e+07,3.7879e+06,0,0,2.38608e+06,4.2761e+07,6.82419e+07,0,2.45392e+06,2.90112e+06,0,3.59937e+06,0,5.60698e+07,1.61224e+07,9.92e+06,0,,0,0,,0,0
227.465,5,1,3,0,1.16705e+08,0.2,0.6,0.4,0.00788041,0,1,8.99094e+09,5.07337e+09,0,3.195e+06,3.11958e+09,1.99821e+08,5.25924e+07,0,1.07758e+08,0,4.34633e+08,6,15835.2,7472.63,0,0,-5.90181e+07,2.05566e+06,,1.75156e+10,1.51153e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.84327e+08,1.16705e+08,1.52302e+07,1.65351e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5714,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47146e+06,0,0,1.61347e+06,0,1.80053e+07,0,1.51176e+07,0,0,0,0,1.99524e+08,0,0,0,,0,0,645825,0,3.795e+07,5.90715e+07,9.1606e+06,7.90123e+07,239775,527919,1.95698e+07,0,2.63965e+07,1.32941e+06,4.34419e+07,0,0,0,,0,0,,0,0
1875.35,7,1,3,0,1.87593e+08,0.2,0.6,0.4,0.00995621,0,1,1.08246e+10,6.12342e+09,5.17598e+07,0,3.43892e+09,1.50244e+08,8.16958e+07,0,1.3412e+08,0,8.44413e+08,6,31712,13734.9,0,5,-1.97263e+08,1.83629e+06,,1.79265e+10,1.9203e+09,3.73207e+06,0,7.9878e+09,0,8.01464e+09,2,0,4.00732e+08,6.57538e+08,1.87593e+08,1.54834e+07,1.98763e+07,8.78311e+06,,,0,0,0,0,0,0,0,0,0,0,11,408,5605,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.6395e+06,0,710434,2.36703e+06,0,2.19716e+07,0,1.88159e+07,0,0,4.31106e+06,6.89119e+06,1.77786e+08,0,0,0,,8.27026e+06,6.92461e+06,4.7997e+06,0,1.32e+07,6.07225e+07,3.33643e+07,3.06378e+07,3.33782e+06,8.74671e+06,3.50374e+07,0,2.42509e+07,1.57897e+06,2.52796e+07,9.37385e+07,2.45891e+06,0,,0,0,,0,0
6415.01,10,1,3,0,1.04609e+08,0.2,0.6,0.4,0.00989464,0,1,1.19134e+10,6.41728e+09,4.10086e+07,0,3.62347e+09,1.06127e+08,5.2368e+07,0,1.15217e+08,0,1.55789e+09,6,67424.4,17968,0,3,8.69544e+07,1.8426e+06,,1.7473e+10,1.46739e+09,3.73207e+06,0,7.9878e+09,0,8.01409e+09,2,0,4.00705e+08,6.90125e+08,1.04609e+08,1.53297e+07,2.49419e+07,8.7768e+06,,,0,0,0,0,0,0,0,0,0,0,0,262,7012,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.00801e+06,0,580036,1.58684e+06,0,2.23513e+07,0,1.6164e+07,0,0,6.59771e-10,3.54468e+06,1.99462e+08,0,0,-1.27274e-10,,2.04604e+06,2.18304e+07,5.79415e+06,0,2.76207e+07,2.2147e+07,3.23987e+07,3.14157e+07,712562,1.95678e+07,1.44272e+07,0,2.04172e+07,1.1613e+06,1.15904e+07,5.49838e+07,3.1331e+06,0,,0,0,,0,0
2.237,2,1,3,0,4.99659e+07,0.2,0.6,0.4,0.00543063,0,1,1.00792e+10,5.59988e+09,1.05213e+08,3.195e+06,3.32713e+09,9.14662e+07,3.45836e+07,0,8.91414e+07,0,8.28616e+08,6,35639.7,9740.61,0,8,2.39969e+08,880107,,1.62638e+10,1.26798e+09,0,0,7.9878e+09,0,7.00803e+09,0,0,3.50402e+08,6.8823e+08,4.99659e+07,1.5876e+07,1.5876e+07,9.73929e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,6307,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,1.9144e+06,0,0,2.3303e+06,0,1.88418e+07,0,1.25058e+07,-2.04277e-07,6.93195e-06,3.77846e-06,0,2.15404e+08,0,0,0,,1.308e+06,1.36576e+06,160320,0,0,2.96149e+07,4.35877e+07,8.20631e+07,0,2.45392e+06,0,0,0,1.52895e+07,4.35454e+07,1.32688e+07,0,0,,0,0,,0,0
26.789,5,1,3,0,1.16705e+08,0.2,0.6,0.4,0.000210654,0,1,8.76911e+09,4.95616e+09,1.2315e+07,3.195e+06,3.07338e+09,2.56974e+08,4.31388e+07,0,7.40652e+07,0,3.49881e+08,6,13209.1,5633.78,0,1,-8.21749e+07,2.05566e+06,,1.75172e+10,1.51153e+09,3.23066e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,8.78838e+08,1.16705e+08,1.4485e+07,1.57898e+07,8.56374e+06,,,0,0,0,0,0,0,0,0,0,0,0,0,5582,0,0,0,,0,55,71,0,4,0,2,0,0,0,0,0,0,0,0,0,,4.47146e+06,0,0,1.94293e+06,0,2.08653e+07,0,1.03907e+07,0,0,0,0,2.01349e+08,0,0,0,,2.57662e+07,1.37777e+07,0,0,4.56282e+07,0,0,7.72919e+07,239775,770799,2.17859e+07,0,1.75837e+07,7.08386e+06,6.16382e+07,0,5.77948e+06,0,,0,0,,0,0
45.901,7,1,3,0,1.72772e+08,0.2,0.6,0.4,0.00434,0,1,1.06317e+10,5.89807e+09,3.90467e+07,0,3.34767e+09,1.83721e+08,7.49365e+07,0,1.25273e+08,0,9.6301e+08,6,38081,14080.8,0,4,-1.72346e+08,1.83499e+06,,1.78438e+10,1.83966e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,8.91221e+08,1.72772e+08,1.54782e+07,1.98466e+07,8.78441e+06,,,0,0,0,0,0,0,0,0,0,0,9,529,5441,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.69943e+06,0,686352,2.24539e+06,0,2.23954e+07,0,1.75748e+07,0,1.2519e-06,3.54828e+06,8.92646e+06,1.77488e+08,0,0,0,,5.0842e+06,9.68662e+06,1.5617e+06,0,1.73642e+07,6.85714e+07,1.36405e+07,8.15025e+07,1.06421e+06,1.71405e+06,1.37491e+07,0,2.282e+07,4.84164e+06,2.00648e+07,7.26208e+07,3.26634e+06,0,,0,0,,0,0
103.155,10,1,3,0,1.4364e+08,0.2,0.6,0.4,0.00270292,0,1,1.13983e+10,6.15003e+09,2.46301e+07,0,3.50347e+09,1.58694e+08,6.10828e+07,0,1.05208e+08,0,1.39521e+09,6,62191.5,14597.3,0,2,3.98016e+07,1.79928e+06,,1.76884e+10,1.68454e+09,1.46434e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,6.58765e+08,1.4364e+08,1.5876e+07,2.46483e+07,8.82012e+06,,,0,0,0,0,0,0,0,0,0,0,3,293,6433,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,3.73716e+06,0,561943,1.49571e+06,0,2.21568e+07,0,1.47599e+07,5.76352e-05,4.44818e-05,2.14621e+06,4.93067e+06,1.95799e+08,0,0,0,,2.11707e+07,8.86191e+06,1.84219e+07,0,1.07209e+07,4.82874e+07,3.00778e+07,7.8183e+07,1.23581e+06,2.9096e+06,2.18389e+07,0,8.52461e+06,1.05058e+07,2.86781e+07,1.65238e+07,3.1498e+06,0,,0,0,,0,0
369.082,15,1,3,0,2.29513e+08,0.2,0.6,0.4,0.00552118,0,1,1.02571e+10,5.84156e+09,2.63336e+07,0,3.26722e+09,2.33323e+08,6.27865e+07,0,8.50965e+07,0,7.40793e+08,6,30876.5,9523.2,0,3,-1.1775e+08,4.04268e+06,,1.68573e+10,1.9232e+09,3.12241e+06,0,7.9878e+09,0,6.94322e+09,2,0,3.47161e+08,6.62584e+08,2.29513e+08,1.40359e+07,2.04295e+07,6.57672e+06,,,0,0,0,0,0,0,0,0,0,3,0,1644,5269,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,6.57629e+06,0,705059,1.91745e+06,0,2.0528e+07,0,1.19383e+07,1.63833e-05,3.01416e+06,8.29298e-05,2.72115e+07,1.574e+08,0,0,0,,2.21028e+07,2.08202e+07,1.96687e+07,0,3.16392e+07,2.16563e+07,2.29811e+07,6.83396e+07,244642,977212,1.3054e+07,0,3.08715e+07,4.78002e+06,4.2312e+07,5.04638e+07,2.96949e+06,0,,0,0,,0,0
704.331,20,1,3,0,2.06206e+08,0.2,0.6,0.4,0.000379399,0,1,1.05918e+10,5.93131e+09,2.63336e+07,0,3.36862e+09,1.94411e+08,6.19353e+07,0,9.66257e+07,0,9.12587e+08,6,41077.5,9218.05,0,3,-1.22199e+08,3.63215e+06,,1.78422e+10,1.83815e+09,1.65807e+06,0,7.9878e+09,0,8.01464e+09,1,0,4.00732e+08,5.92212e+08,2.06206e+08,1.55431e+07,2.89235e+07,6.98725e+06,,,0,0,0,0,0,0,0,0,0,3,6.40042e-12,787,5926,0,0,0,,0,55,0,0,4,0,2,0,0,0,0,0,0,0,0,0,,5.84937e+06,0,687603,1.62272e+06,0,2.20017e+07,0,1.35558e+07,6.01246e-07,2.78843e+06,1.77653e-05,1.32496e+07,1.84044e+08,0,0,0,,4.69599e+06,1.77325e+07,2.95022e+06,0,3.47509e+07,3.03553e+07,7.07405e+07,3.91719e+07,494574,576546,1.02112e+07,0,1.3009e+07,6.81603e+06,8.89997e+07,1.03848e+07,6.38544e+06,0,,0,0,,0,0
