10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	3
20	3
21	3
22	3
23	3
36	3
37	3
38	3
39	3
44	3
45	3
46	3
47	3
48	3
49	3
50	3
70	3
71	3
103	3
104	3
105	3
106	3
121	3
122	3
123	3
124	3
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	13
135	3
136	3
137	3
138	3
139	3
140	13
141	3
142	3
143	3
144	3
145	3
146	13
147	3
148	3
149	3
154	3
155	3
156	3
157	3
164	3
165	3
166	3
196	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
215	3
216	3
217	3
218	3
219	3
220	3
229	3
230	3
231	3
232	3
233	13
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	3
243	3
244	3
245	3
250	3
251	13
252	3
253	3
341	3
342	6
