
Prod[0] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[1] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[2] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[3] ,320,70,260,260,260,260,90,280,70,280,280,260.12,280,280,280,82.17,210.34,259.48,90,280,280,280,260,280,250,260,280,250,250,230,260,280,280,230,260,232,280,250,280,250,250,250,280,280,280,280,260,273.959,280,280,166.6,99.12,113.12,123.76,132.44,112.56,120.12,167.44,143.92,102.2,105,219.52,224.84,159.88,196.28,173.88,123.2,185.64,280,280,280,280,280,290,300,232.18,185.92,115.52,143.64,249.08,191.13,203.31,254.91,218.96,307.52,246.5,170.7,126.9,58.2,46.8,66.24,99,153.6,166.72,300,300,231.84,218.24,249.2,260,224.75,202.02,164.1,126.6,124.2,86.4,74.4,68.4,59.4,55.5,51,57.9,58.8,57.6,65.1,84.3,119.7,176.4,300,300,280,260,280,280,260,280,90,260,280,280,90,280,280,280,280,280,90,280,90,90,280,280,276.92,239.4,164.8,108.6,144.6,160.96,195.16,250,250,280,230,280,280,260,220.22,184.5,129,86.7,69.9,43.2,36.6,36.6,37.2,54.6,72,87.9,
Prod[4] ,50,50,50,30,50,50,30,50,50,50,50,30,50,50,50,50,50,50,50,50,50,50,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,50,50,50,50,30,50,50,50,50,50,50,50,50,50,30,50,50,30,30,30,30,30,30,50,30,30,50,50,30,30,50,50,50,50,50,50,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,
Prod[5] ,298.7,214.12,279.84,279.84,279.84,319.44,276.74,347.16,253.51,286.44,285.12,281.16,291.72,293.04,331.32,288.86,419.76,446.16,260.58,270.6,262.68,270.6,270.6,270.6,77.28,186.12,190.08,83.44,133.84,148.96,369.6,352.44,307.56,129.92,265.32,110.32,252.12,105.84,310.2,180.88,246.4,269.36,555.72,472.56,459.36,455.4,318.12,167.64,139.92,145.2,154.44,162.36,208.56,253.44,238.92,253.44,187.44,192.72,249.48,216.48,212.52,256.08,224.4,409.2,517.44,615.12,469.92,410.52,405.24,398.64,262.68,128.04,71.28,36.57,79.75,72.6,87,84.1,73.92,87.12,37.52,66.93,69.69,204.6,286.751,121.52,262.45,332.05,391.5,387.15,384.25,378.45,378.45,374.1,226.2,75.4,87.12,95.7,87.12,87.12,36.96,87.12,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,95.7,243.6,392.95,392.95,392.95,392.95,392.95,392.95,243.6,94.25,113.52,109.56,105.6,116.16,141.24,143.88,107.06,132,110.88,117.48,89.89,117.48,126.72,194.04,318.12,187.44,227.25,409.2,298.96,284.82,368.28,364.32,364.32,229.68,174,178.35,182.7,255.2,266.64,102.48,103.04,261.36,98,221.76,221.76,203.28,213.84,390.05,481.4,404.55,477.05,600.3,529.25,504.6,490.1,459.65,458.2,308.85,
Prod[6] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[7] ,5598,516.875,308.439,39.4714,0,0,0,0,0,0,0,0,0,0,148.047,258.105,74.6615,0,0,0,0,0,0,442.748,909.248,13.6358,222.364,0,0,0,0,0,0,0,0,0,245.238,231.519,0,0,0,0,0,0,66.7883,0,274.846,381.195,846.532,276.124,742.624,897.07,470.791,236.495,0,125.745,166.066,0,310.124,776.624,1243.12,569.843,652.875,1119.37,898.332,1078.7,1524.14,1100.57,474.101,520.745,566.294,829.296,1295.8,1585.34,1309.87,1058.15,1281.02,1424.87,1028.74,99.118,328.911,673.577,410.462,801.435,1453.98,2431.65,3831.15,4851.05,5552.36,5202.85,5598,5090.58,5323.83,5378.26,1866,1862.5,1329.41,2142.37,746.159,88.6491,0,0,910.82,1037.98,1546.94,2077.86,3048.79,4329.52,4687.58,4881.12,5391.39,5341.46,5291.05,5014.02,4223.85,4222.88,4358.81,2979.81,1078.54,1359.65,2525.9,991.688,1108.02,823.575,361.01,98.3417,0,0,0,0,0,95.4256,514.712,746.83,815.018,719.58,701.598,555.805,471.927,486.964,550.105,652.868,1249.88,1949.63,3206.66,4139.66,4635.03,4315.21,891.074,32.6782,18.5175,0,0,0,329.872,750.134,1490.06,2889.56,4005.43,4276.31,4956.08,4593.35,5293.1,5369,5472.34,4898.25,5598,5598,
Prod[8] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[9] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[10] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.662,1124.28,1255.57,1106.02,832.121,179.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705.54,910.82,767.004,560.851,1024.07,1670.11,1600.7,1307.58,782.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480.15,781.676,267.774,0,0,0,0,0,0,0,0,0,0,3.67672,597.026,760.406,994.11,1060.95,1923.98,1938.69,1203.41,1749.22,1738.74,
Prod[11] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[12] ,21692.7,15895.2,14821.5,14358.7,14436.4,14294,14742.9,14326.4,14436.5,14251.9,14563.4,13850.7,15137.1,15259.6,14570.9,14015.9,12793.3,14475.6,15584.8,14655.3,15024.1,14762.8,14267.8,13765.3,15523,15756.1,15360.9,11872.6,15032.3,10790.1,7854.81,4258.23,13725.1,12681.5,15003,14773.8,15117.9,17565.1,12994.9,15526.5,14513.5,15707.8,15083.7,14163.6,14311.3,15504.5,15575.2,16101.6,15893.5,14318.6,11414.7,7584.15,8634.14,8839.79,8321.18,7066.89,7695.84,12103.8,11012,7819.82,8034.06,13827.1,14692.8,12233.2,13969.9,13304.4,9426.63,13192.4,15758.6,15897.4,16330.7,20100.3,19911.5,21615.6,21412.7,18108.4,11368,7182.63,11336.3,17770.4,16535.4,15699,17471.8,16753.7,19573.3,19592,11871.9,8825.65,4047.7,3254.85,4318.93,6885.26,10682.6,10870.4,22203,20864.4,18425.8,15154.6,18121.3,16765.6,15320.2,15088.6,11412.8,8804.78,8637.87,6008.95,5174.38,4757.09,4131.15,3859.92,3546.95,4026.83,4089.43,4005.97,4527.58,5862.9,8324.9,12268.3,21808.3,20808,16270.1,13327.7,17559.2,16507.1,15212.8,13804,14895.1,14479.5,14484.5,14594.2,15234,15019,16278.6,16638.8,17021.4,16561.1,17034.9,16012,16040.8,16087.6,15997.8,18638,17717.6,18317.7,11531.9,7552.92,10056.6,10494.8,12201.3,18272.1,16721.2,16986.4,16437.4,17438.6,17994,18041.7,17656.8,12831.6,8971.7,6029.82,4861.41,3004.48,2545.46,2545.46,2587.19,3797.32,5007.46,6113.27,
Prod[13] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[14] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Prod[15] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Curt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eSlev[0] ,214.869,611.811,973.406,1549.87,1443.85,1383.78,1260.92,1182.14,1166.27,1121,969.011,1286.38,884.323,421.373,997.837,1574.3,1733.45,1818.07,1791.87,969.199,455.938,222.658,797.874,214.869,1602.41,1870.46,2821.52,1287.28,857.402,3001.99,3842.1,2495.59,3271.74,2277.32,1979.19,3566.26,3044.13,4291.11,2953.27,3165.29,1771.51,1737.15,2982.43,1511.7,2088.17,1809.23,1520.8,1602.41,7081.41,5453,5449.27,3462.31,3215.7,3275.07,3986.34,4395.46,4825.66,6546.66,7580.86,6004.87,3064.82,3911.01,4595.37,4296.84,5056.1,5394.57,2068.24,1804.39,2508.59,3164.55,4007.91,7081.41,6925.37,8912.59,11691.2,13261.8,10488.2,5148.75,4358.72,8102.09,11572.9,14667.1,18221.6,20939.4,24721.9,27385.7,26151,24371,20777.7,16134.1,12048.7,9575.95,6402.18,3671.04,6379.59,6925.37,10045,12284.7,14386.5,16484.1,18791.8,22277.1,24262.3,26230.6,26349.4,25258.9,23782,19001,18104.1,15921.7,11585.7,7116.45,3864.4,2360.09,2303.27,3417.04,4270.12,4815.78,8263.19,10045,9691.62,3527.9,3306.49,2680.8,3247.86,1902.14,1727.65,1628.08,1523.74,1381.66,1633.18,1724.22,2007.97,2456.21,2486.55,2954.98,2989.17,3586.12,4294.77,4990.46,5620.31,8128.23,8875.02,9691.62,4631.83,4299.29,4299.29,4299.29,3206.67,6998.25,9126.46,12225.3,14430.5,16296.2,20397.3,24352.8,27376.4,27225.4,26380.4,25563,23489.3,21006.7,17630.4,15142.6,12452.1,10078.6,7501.02,4631.83,
Prod[0] ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
